mssv,hocky,namhoc,dtbhk,sotchk,namkhoahoc,hk
256CAF61XPvAibaEXe8e8TJXhGRqkEsxlP7P0zFV,3,3,3.0,4,2014,7
256CAF61XPvAibaEXe8e8TJXhGRqkEsxlP7P0zFV,1,4,6.8,21,2014,7
256CAF61XPvAibaEXe8e8TJXhGRqkEsxlP7P0zFV,2,4,5.21,21,2014,8
256CAF61XPvAibaEXe8e8TJXhGRqkEsxlP7P0zFV,3,4,3.17,7,2014,9
256CAF61XPvAibaEXe8e8TJXhGRqkEsxlP7P0zFV,1,5,2.55,15,2014,9
F677C43CXPvAibaEXe8e8TJXhGRqkB8QzI8wOQCd,1,1,7.38,13,2014,1
F677C43CXPvAibaEXe8e8TJXhGRqkB8QzI8wOQCd,2,1,5.45,19,2014,2
F677C43CXPvAibaEXe8e8TJXhGRqkB8QzI8wOQCd,1,2,6.45,21,2014,3
F677C43CXPvAibaEXe8e8TJXhGRqkB8QzI8wOQCd,2,2,5.75,24,2014,4
F677C43CXPvAibaEXe8e8TJXhGRqkB8QzI8wOQCd,3,2,6.85,8,2014,5
F677C43CXPvAibaEXe8e8TJXhGRqkB8QzI8wOQCd,1,3,6.92,23,2014,5
F677C43CXPvAibaEXe8e8TJXhGRqkB8QzI8wOQCd,2,3,6.96,20,2014,6
F677C43CXPvAibaEXe8e8TJXhGRqkB8QzI8wOQCd,3,3,7.9,4,2014,7
F677C43CXPvAibaEXe8e8TJXhGRqkB8QzI8wOQCd,1,4,7.2,22,2014,7
F677C43CXPvAibaEXe8e8TJXhGRqkB8QzI8wOQCd,2,4,6.6,20,2014,8
AFF22360XPvAibaEXe8e8TJXhGRqkH1/sNJPtvA9,1,1,0.0,17,2014,1
C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,1,1,8.38,13,2014,1
C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,2,1,7.43,22,2014,2
C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,1,2,7.41,30,2014,3
C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,2,2,7.07,20,2014,4
C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,1,3,6.8,20,2014,5
C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,2,3,6.29,23,2014,6
C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,1,4,7.21,20,2014,7
C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,2,4,8.41,8,2014,8
C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,1,5,8.5,10,2014,9
8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl,1,1,6.92,24,2014,1
8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl,2,1,6.62,21,2014,2
8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl,1,2,6.8,21,2014,3
8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl,2,2,6.56,19,2014,4
8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl,1,3,5.82,17,2014,5
8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl,2,3,6.99,19,2014,6
8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl,1,4,6.71,20,2014,7
8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl,2,4,6.47,22,2014,8
8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl,1,5,0.0,3,2014,9
E3D2A6C9XPvAibaEXe8e8TJXhGRqkMYYxRFbDlpT,1,1,7.65,24,2014,1
E3D2A6C9XPvAibaEXe8e8TJXhGRqkMYYxRFbDlpT,2,1,5.9,24,2014,2
E3D2A6C9XPvAibaEXe8e8TJXhGRqkMYYxRFbDlpT,1,2,8.02,20,2014,3
E3D2A6C9XPvAibaEXe8e8TJXhGRqkMYYxRFbDlpT,2,2,8.52,15,2014,4
E3D2A6C9XPvAibaEXe8e8TJXhGRqkMYYxRFbDlpT,1,3,8.05,16,2014,5
E3D2A6C9XPvAibaEXe8e8TJXhGRqkMYYxRFbDlpT,2,3,8.03,19,2014,6
E3D2A6C9XPvAibaEXe8e8TJXhGRqkMYYxRFbDlpT,1,4,7.83,21,2014,7
E3D2A6C9XPvAibaEXe8e8TJXhGRqkMYYxRFbDlpT,2,4,7.53,7,2014,8
C066A730XPvAibaEXe8e8TJXhGRqkFQClYt2+09M,1,1,5.88,17,2014,1
C066A730XPvAibaEXe8e8TJXhGRqkFQClYt2+09M,2,1,5.83,19,2014,2
C066A730XPvAibaEXe8e8TJXhGRqkFQClYt2+09M,3,1,5.7,6,2014,3
C066A730XPvAibaEXe8e8TJXhGRqkFQClYt2+09M,1,2,7.11,21,2014,3
C066A730XPvAibaEXe8e8TJXhGRqkFQClYt2+09M,2,2,5.97,25,2014,4
C066A730XPvAibaEXe8e8TJXhGRqkFQClYt2+09M,1,3,7.11,21,2014,5
C066A730XPvAibaEXe8e8TJXhGRqkFQClYt2+09M,2,3,5.76,14,2014,6
C066A730XPvAibaEXe8e8TJXhGRqkFQClYt2+09M,1,4,5.55,15,2014,7
C066A730XPvAibaEXe8e8TJXhGRqkFQClYt2+09M,2,4,7.1,6,2014,8
C066A730XPvAibaEXe8e8TJXhGRqkFQClYt2+09M,1,5,4.15,8,2014,9
62A950A6XPvAibaEXe8yzZ/8QUtgdv/TDzLoF+yc,1,1,3.12,13,2014,1
62A950A6XPvAibaEXe8yzZ/8QUtgdv/TDzLoF+yc,2,1,5.85,22,2014,2
62A950A6XPvAibaEXe8yzZ/8QUtgdv/TDzLoF+yc,3,1,7.54,7,2014,3
62A950A6XPvAibaEXe8yzZ/8QUtgdv/TDzLoF+yc,1,2,3.5,24,2014,3
62A950A6XPvAibaEXe8yzZ/8QUtgdv/TDzLoF+yc,2,2,1.39,24,2014,4
62A950A6XPvAibaEXe8yzZ/8QUtgdv/TDzLoF+yc,3,2,1.41,7,2014,5
62A950A6XPvAibaEXe8yzZ/8QUtgdv/TDzLoF+yc,1,3,2.34,16,2014,5
62A950A6XPvAibaEXe8yzZ/8QUtgdv/TDzLoF+yc,2,3,0.0,18,2014,6
39FA00CEXPvAibaEXe8yzZ/8QUtgduNs/W9jl/4O,1,1,7.26,17,2014,1
39FA00CEXPvAibaEXe8yzZ/8QUtgduNs/W9jl/4O,2,1,7.1,19,2014,2
39FA00CEXPvAibaEXe8yzZ/8QUtgduNs/W9jl/4O,1,2,7.65,24,2014,3
39FA00CEXPvAibaEXe8yzZ/8QUtgduNs/W9jl/4O,2,2,7.44,16,2014,4
39FA00CEXPvAibaEXe8yzZ/8QUtgduNs/W9jl/4O,1,3,6.88,17,2014,5
39FA00CEXPvAibaEXe8yzZ/8QUtgduNs/W9jl/4O,2,3,7.58,20,2014,6
39FA00CEXPvAibaEXe8yzZ/8QUtgduNs/W9jl/4O,1,4,6.94,14,2014,7
39FA00CEXPvAibaEXe8yzZ/8QUtgduNs/W9jl/4O,2,4,7.38,8,2014,8
39FA00CEXPvAibaEXe8yzZ/8QUtgduNs/W9jl/4O,1,5,7.89,13,2014,9
77044BDAXPvAibaEXe8yzZ/8QUtgdtE4Bj3df2bu,1,1,7.06,24,2014,1
77044BDAXPvAibaEXe8yzZ/8QUtgdtE4Bj3df2bu,2,1,7.02,21,2014,2
77044BDAXPvAibaEXe8yzZ/8QUtgdtE4Bj3df2bu,1,2,7.46,24,2014,3
77044BDAXPvAibaEXe8yzZ/8QUtgdtE4Bj3df2bu,2,2,7.62,16,2014,4
77044BDAXPvAibaEXe8yzZ/8QUtgdtE4Bj3df2bu,1,3,7.85,16,2014,5
77044BDAXPvAibaEXe8yzZ/8QUtgdtE4Bj3df2bu,2,3,7.37,15,2014,6
77044BDAXPvAibaEXe8yzZ/8QUtgdtE4Bj3df2bu,1,4,7.57,18,2014,7
77044BDAXPvAibaEXe8yzZ/8QUtgdtE4Bj3df2bu,2,4,9.0,2,2014,8
77044BDAXPvAibaEXe8yzZ/8QUtgdtE4Bj3df2bu,1,5,7.78,13,2014,9
01254D12XPvAibaEXe8yzZ/8QUtgdgO7k755LUHF,1,1,6.23,20,2014,1
01254D12XPvAibaEXe8yzZ/8QUtgdgO7k755LUHF,2,1,6.18,23,2014,2
01254D12XPvAibaEXe8yzZ/8QUtgdgO7k755LUHF,1,2,5.04,21,2014,3
01254D12XPvAibaEXe8yzZ/8QUtgdgO7k755LUHF,2,2,6.4,20,2014,4
01254D12XPvAibaEXe8yzZ/8QUtgdgO7k755LUHF,3,2,7.86,7,2014,5
01254D12XPvAibaEXe8yzZ/8QUtgdgO7k755LUHF,1,3,5.94,19,2014,5
01254D12XPvAibaEXe8yzZ/8QUtgdgO7k755LUHF,2,3,4.89,25,2014,6
01254D12XPvAibaEXe8yzZ/8QUtgdgO7k755LUHF,1,4,6.33,23,2014,7
01254D12XPvAibaEXe8yzZ/8QUtgdgO7k755LUHF,2,4,7.29,18,2014,8
01254D12XPvAibaEXe8yzZ/8QUtgdgO7k755LUHF,1,5,6.53,10,2014,9
6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B,1,1,6.82,17,2014,1
6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B,2,1,5.47,20,2014,2
6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B,3,1,6.2,3,2014,3
6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B,1,2,7.2,20,2014,3
6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B,2,2,7.5,21,2014,4
6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B,1,3,5.81,17,2014,5
6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B,2,3,7.67,23,2014,6
6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B,1,4,5.67,19,2014,7
6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B,2,4,7.55,11,2014,8
6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B,1,5,2.01,13,2014,9
6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B,2,5,5.59,10,2014,10
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,1,1,6.69,13,2014,1
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,2,1,5.68,22,2014,2
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,3,1,6.9,4,2014,3
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,1,2,6.41,23,2014,3
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,2,2,5.05,22,2014,4
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,3,2,6.4,4,2014,5
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,1,3,4.52,23,2014,5
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,2,3,5.98,24,2014,6
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,3,3,5.15,8,2014,7
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,1,4,5.33,23,2014,7
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,2,4,5.92,20,2014,8
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,1,5,5.74,14,2014,9
B63D0F42XPvAibaEXe8yzZ/8QUtgdncOwVBpJrXf,1,1,8.24,17,2014,1
B63D0F42XPvAibaEXe8yzZ/8QUtgdncOwVBpJrXf,2,1,8.13,23,2014,2
B63D0F42XPvAibaEXe8yzZ/8QUtgdncOwVBpJrXf,1,2,7.87,20,2014,3
B63D0F42XPvAibaEXe8yzZ/8QUtgdncOwVBpJrXf,2,2,8.08,17,2014,4
B63D0F42XPvAibaEXe8yzZ/8QUtgdncOwVBpJrXf,1,3,7.58,21,2014,5
B63D0F42XPvAibaEXe8yzZ/8QUtgdncOwVBpJrXf,2,3,8.72,20,2014,6
B63D0F42XPvAibaEXe8yzZ/8QUtgdncOwVBpJrXf,1,4,8.47,15,2014,7
B63D0F42XPvAibaEXe8yzZ/8QUtgdncOwVBpJrXf,2,4,9.7,10,2014,8
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,1,1,1.58,13,2014,1
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,2,1,4.44,21,2014,2
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,3,1,6.6,3,2014,3
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,1,2,6.28,23,2014,3
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,2,2,3.09,19,2014,4
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,3,2,6.27,7,2014,5
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,1,3,4.6,25,2014,5
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,2,3,4.79,24,2014,6
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,3,3,6.13,11,2014,7
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,1,4,5.13,20,2014,7
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,2,4,5.17,23,2014,8
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,3,4,5.1,4,2014,9
AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,1,5,4.87,20,2014,9
5BF576BEXPvAibaEXe8yzZ/8QUtgdqBpEkgDL/sE,1,1,6.12,17,2014,1
5BF576BEXPvAibaEXe8yzZ/8QUtgdqBpEkgDL/sE,2,1,8.03,22,2014,2
5BF576BEXPvAibaEXe8yzZ/8QUtgdqBpEkgDL/sE,1,2,7.35,26,2014,3
5BF576BEXPvAibaEXe8yzZ/8QUtgdqBpEkgDL/sE,2,2,6.95,22,2014,4
5BF576BEXPvAibaEXe8yzZ/8QUtgdqBpEkgDL/sE,1,3,7.38,16,2014,5
5BF576BEXPvAibaEXe8yzZ/8QUtgdqBpEkgDL/sE,2,3,7.4,22,2014,6
5BF576BEXPvAibaEXe8yzZ/8QUtgdqBpEkgDL/sE,1,4,6.88,18,2014,7
5BF576BEXPvAibaEXe8yzZ/8QUtgdqBpEkgDL/sE,2,4,8.26,10,2014,8
5BF576BEXPvAibaEXe8yzZ/8QUtgdqBpEkgDL/sE,1,5,8.0,3,2014,9
6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX,1,1,8.88,13,2014,1
6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX,2,1,5.97,26,2014,2
6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX,1,2,5.76,30,2014,3
6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX,2,2,4.14,19,2014,4
6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX,3,2,8.0,4,2014,5
6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX,1,3,8.51,27,2014,5
6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX,2,3,8.26,20,2014,6
6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX,3,3,7.35,8,2014,7
6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX,1,4,9.05,14,2014,7
6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX,2,4,9.3,10,2014,8
7A32C41BXPvAibaEXe+TioGOAQy/3zzpTUjKGplc,1,1,7.31,13,2014,1
7A32C41BXPvAibaEXe+TioGOAQy/3zzpTUjKGplc,2,1,7.73,22,2014,2
7A32C41BXPvAibaEXe+TioGOAQy/3zzpTUjKGplc,1,2,8.0,24,2014,3
7A32C41BXPvAibaEXe+TioGOAQy/3zzpTUjKGplc,2,2,6.94,22,2014,4
7A32C41BXPvAibaEXe+TioGOAQy/3zzpTUjKGplc,1,3,5.92,17,2014,5
7A32C41BXPvAibaEXe+TioGOAQy/3zzpTUjKGplc,2,3,7.56,18,2014,6
7A32C41BXPvAibaEXe+TioGOAQy/3zzpTUjKGplc,3,3,0.0,3,2014,7
7A32C41BXPvAibaEXe+TioGOAQy/3zzpTUjKGplc,1,4,7.03,17,2014,7
7A32C41BXPvAibaEXe+TioGOAQy/3zzpTUjKGplc,2,4,6.97,19,2014,8
7A32C41BXPvAibaEXe+TioGOAQy/3zzpTUjKGplc,1,5,4.5,6,2014,9
64278425XPvAibaEXe+TioGOAQy/3/vnhJxVVW03,1,1,6.76,17,2014,1
64278425XPvAibaEXe+TioGOAQy/3/vnhJxVVW03,2,1,6.5,24,2014,2
64278425XPvAibaEXe+TioGOAQy/3/vnhJxVVW03,1,2,7.47,30,2014,3
64278425XPvAibaEXe+TioGOAQy/3/vnhJxVVW03,2,2,6.15,23,2014,4
64278425XPvAibaEXe+TioGOAQy/3/vnhJxVVW03,1,3,8.55,16,2014,5
64278425XPvAibaEXe+TioGOAQy/3/vnhJxVVW03,2,3,6.43,16,2014,6
64278425XPvAibaEXe+TioGOAQy/3/vnhJxVVW03,1,4,7.99,18,2014,7
64278425XPvAibaEXe+TioGOAQy/3/vnhJxVVW03,2,4,7.8,10,2014,8
8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8,1,1,7.18,17,2014,1
8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8,2,1,7.33,24,2014,2
8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8,3,1,8.3,3,2014,3
8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8,1,2,8.11,23,2014,3
8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8,2,2,8.5,20,2014,4
8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8,1,3,8.2,16,2014,5
8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8,2,3,7.28,16,2014,6
8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8,3,3,6.8,3,2014,7
8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8,1,4,8.13,19,2014,7
8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8,2,4,8.65,8,2014,8
B76D692EXPvAibaEXe+TioGOAQy/36h4G7k0Z3Eo,1,1,4.24,17,2014,1
B76D692EXPvAibaEXe+TioGOAQy/36h4G7k0Z3Eo,2,1,3.06,20,2014,2
B76D692EXPvAibaEXe+TioGOAQy/36h4G7k0Z3Eo,3,1,4.33,7,2014,3
B76D692EXPvAibaEXe+TioGOAQy/36h4G7k0Z3Eo,1,2,0.08,25,2014,3
873C18D9XPvAibaEXe+TioGOAQy/326pN8BSQqCv,1,1,0.0,13,2014,1
324FB62EXPvAibaEXe+TioGOAQy/3x9q3D2s1RzS,1,1,8.58,13,2014,1
324FB62EXPvAibaEXe+TioGOAQy/3x9q3D2s1RzS,2,1,8.09,21,2014,2
324FB62EXPvAibaEXe+TioGOAQy/3x9q3D2s1RzS,1,2,7.72,24,2014,3
324FB62EXPvAibaEXe+TioGOAQy/3x9q3D2s1RzS,2,2,8.15,22,2014,4
324FB62EXPvAibaEXe+TioGOAQy/3x9q3D2s1RzS,1,3,7.92,20,2014,5
324FB62EXPvAibaEXe+TioGOAQy/3x9q3D2s1RzS,2,3,8.9,16,2014,6
324FB62EXPvAibaEXe+TioGOAQy/3x9q3D2s1RzS,1,4,8.58,15,2014,7
324FB62EXPvAibaEXe+TioGOAQy/3x9q3D2s1RzS,2,4,9.7,10,2014,8
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,1,1,4.86,22,2014,1
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,2,1,3.95,21,2014,2
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,3,1,6.8,6,2014,3
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,1,2,4.87,26,2014,3
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,2,2,4.85,19,2014,4
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,3,2,5.7,10,2014,5
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,1,3,4.0,20,2014,5
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,2,3,4.83,16,2014,6
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,3,3,2.5,4,2014,7
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,1,4,5.13,19,2014,7
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,2,4,2.62,20,2014,8
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,3,4,5.2,4,2014,9
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,1,5,5.31,23,2014,9
9F52B45BXPvAibaEXe+TioGOAQy/33ViofLliR79,1,1,7.35,13,2014,1
9F52B45BXPvAibaEXe+TioGOAQy/33ViofLliR79,2,1,6.12,24,2014,2
9F52B45BXPvAibaEXe+TioGOAQy/33ViofLliR79,1,2,6.89,15,2014,3
9F52B45BXPvAibaEXe+TioGOAQy/33ViofLliR79,2,2,7.05,23,2014,4
9F52B45BXPvAibaEXe+TioGOAQy/33ViofLliR79,1,3,6.89,22,2014,5
9F52B45BXPvAibaEXe+TioGOAQy/33ViofLliR79,2,3,7.6,18,2014,6
9F52B45BXPvAibaEXe+TioGOAQy/33ViofLliR79,3,3,9.0,3,2014,7
9F52B45BXPvAibaEXe+TioGOAQy/33ViofLliR79,1,4,7.66,19,2014,7
9F52B45BXPvAibaEXe+TioGOAQy/33ViofLliR79,2,4,7.49,16,2014,8
9F52B45BXPvAibaEXe+TioGOAQy/33ViofLliR79,1,5,8.3,10,2014,9
DEB9BFF3XPvAibaEXe+TioGOAQy/310n4YoaF5iI,1,1,8.06,17,2014,1
DEB9BFF3XPvAibaEXe+TioGOAQy/310n4YoaF5iI,2,1,6.3,22,2014,2
DEB9BFF3XPvAibaEXe+TioGOAQy/310n4YoaF5iI,1,2,8.57,19,2014,3
DEB9BFF3XPvAibaEXe+TioGOAQy/310n4YoaF5iI,2,2,7.54,25,2014,4
DEB9BFF3XPvAibaEXe+TioGOAQy/310n4YoaF5iI,3,2,8.2,4,2014,5
DEB9BFF3XPvAibaEXe+TioGOAQy/310n4YoaF5iI,1,3,7.27,17,2014,5
DEB9BFF3XPvAibaEXe+TioGOAQy/310n4YoaF5iI,2,3,7.8,17,2014,6
DEB9BFF3XPvAibaEXe+TioGOAQy/310n4YoaF5iI,1,4,8.06,14,2014,7
DEB9BFF3XPvAibaEXe+TioGOAQy/310n4YoaF5iI,2,4,7.94,11,2014,8
DEB9BFF3XPvAibaEXe+TioGOAQy/310n4YoaF5iI,1,5,7.43,7,2014,9
36EBF187XPvAibaEXe8aMmuWiMhL4kaW5GJ4NoC0,1,1,8.76,17,2014,1
36EBF187XPvAibaEXe8aMmuWiMhL4kaW5GJ4NoC0,2,1,8.34,22,2014,2
36EBF187XPvAibaEXe8aMmuWiMhL4kaW5GJ4NoC0,1,2,8.34,25,2014,3
36EBF187XPvAibaEXe8aMmuWiMhL4kaW5GJ4NoC0,2,2,8.38,17,2014,4
36EBF187XPvAibaEXe8aMmuWiMhL4kaW5GJ4NoC0,1,3,8.3,23,2014,5
36EBF187XPvAibaEXe8aMmuWiMhL4kaW5GJ4NoC0,2,3,8.99,18,2014,6
36EBF187XPvAibaEXe8aMmuWiMhL4kaW5GJ4NoC0,1,4,8.75,17,2014,7
36EBF187XPvAibaEXe8aMmuWiMhL4kaW5GJ4NoC0,2,4,8.2,4,2014,8
36EBF187XPvAibaEXe8aMmuWiMhL4kaW5GJ4NoC0,1,5,9.3,10,2014,9
6BB1D799XPvAibaEXe8aMmuWiMhL4jueQKEn+PS2,1,1,6.65,17,2014,1
6BB1D799XPvAibaEXe8aMmuWiMhL4jueQKEn+PS2,2,1,4.82,21,2014,2
6BB1D799XPvAibaEXe8aMmuWiMhL4jueQKEn+PS2,3,1,8.65,6,2014,3
6BB1D799XPvAibaEXe8aMmuWiMhL4jueQKEn+PS2,1,2,7.02,24,2014,3
6BB1D799XPvAibaEXe8aMmuWiMhL4jueQKEn+PS2,2,2,7.62,25,2014,4
6BB1D799XPvAibaEXe8aMmuWiMhL4jueQKEn+PS2,1,3,7.98,11,2014,5
6BB1D799XPvAibaEXe8aMmuWiMhL4jueQKEn+PS2,2,3,8.32,17,2014,6
6BB1D799XPvAibaEXe8aMmuWiMhL4jueQKEn+PS2,1,4,7.03,18,2014,7
6BB1D799XPvAibaEXe8aMmuWiMhL4jueQKEn+PS2,2,4,8.9,12,2014,8
6BB1D799XPvAibaEXe8aMmuWiMhL4jueQKEn+PS2,1,5,7.6,10,2014,9
5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,1,1,6.19,13,2014,1
5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,2,1,5.03,26,2014,2
5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,3,1,6.7,3,2014,3
5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,1,2,4.95,25,2014,3
5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,2,2,5.1,22,2014,4
5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,1,3,5.51,17,2014,5
5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,2,3,6.57,25,2014,6
5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,3,3,5.8,4,2014,7
5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,1,4,6.5,22,2014,7
5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,2,4,5.59,23,2014,8
5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,3,4,6.8,3,2014,9
5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,1,5,6.34,15,2014,9
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,1,1,5.91,17,2014,1
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,2,1,6.17,20,2014,2
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,3,1,8.76,7,2014,3
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,1,2,6.81,21,2014,3
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,2,2,6.85,23,2014,4
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,3,2,6.05,8,2014,5
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,1,3,6.61,16,2014,5
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,2,3,7.2,20,2014,6
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,1,4,8.01,17,2014,7
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,2,4,8.37,11,2014,8
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,3,4,7.8,4,2014,9
